"Reference Area","Time Period","Sex","Age group","Unit of measurement","Nature","Value"
"Canada","2005","Total","15 - 24","Percent","Country Data","12.4"
"Canada","2005","Total","15+","Percent","Country Data","6.8"
"Canada","2005","Total","25+","Percent","Country Data","5.7"
"Canada","2004","Female","15 - 24","Percent","Country Data","11.8"
"Canada","2004","Female","15+","Percent","Country Data","6.9"
"Canada","2004","Female","25+","Percent","Country Data","5.8"
"Canada","2004","Male","15 - 24","Percent","Country Data","15"
"Canada","2004","Male","15+","Percent","Country Data","7.5"
"Canada","2004","Male","25+","Percent","Country Data","6"
"Canada","2004","Total","15 - 24","Percent","Country Data","13.4"
"Canada","2004","Total","15+","Percent","Country Data","7.2"
"Canada","2004","Total","25+","Percent","Country Data","5.9"
"Canada","2003","Female","15 - 24","Percent","Country Data","11.8"
"Canada","2003","Female","15+","Percent","Country Data","7.2"
"Canada","2003","Female","25+","Percent","Country Data","6.2"
"Canada","2003","Male","15 - 24","Percent","Country Data","15.3"
"Canada","2003","Male","15+","Percent","Country Data","7.9"
"Canada","2003","Male","25+","Percent","Country Data","6.5"
"Canada","2003","Total","15 - 24","Percent","Country Data","13.6"
"Canada","2003","Total","15+","Percent","Country Data","7.6"
"Canada","2003","Total","25+","Percent","Country Data","6.4"
"Canada","2002","Female","15 - 24","Percent","Country Data","11.7"
"Canada","2002","Female","15+","Percent","Country Data","7.1"
"Canada","2002","Female","25+","Percent","Country Data","6.2"
"Canada","2002","Male","15 - 24","Percent","Country Data","15.4"
"Canada","2002","Male","15+","Percent","Country Data","8.1"
"Canada","2002","Male","25+","Percent","Country Data","6.7"
"Canada","2002","Total","15 - 24","Percent","Country Data","13.6"
"Canada","2002","Total","15+","Percent","Country Data","7.7"
"Canada","2002","Total","25+","Percent","Country Data","6.5"
"Canada","2001","Female","15 - 24","Percent","Country Data","11.1"
"Canada","2001","Female","15+","Percent","Country Data","6.9"
"Canada","2001","Female","25+","Percent","Country Data","6"
"Canada","2001","Male","15 - 24","Percent","Country Data","14.5"
"Canada","2001","Male","15+","Percent","Country Data","7.5"
"Canada","2001","Male","25+","Percent","Country Data","6.2"
"Canada","2001","Total","15 - 24","Percent","Country Data","12.9"
"Canada","2001","Total","15+","Percent","Country Data","7.2"
"Canada","2001","Total","25+","Percent","Country Data","6.1"
"Canada","2000","Female","15 - 24","Percent","Country Data","11.4"
"Canada","2000","Female","15+","Percent","Country Data","6.7"
"Canada","2000","Female","25+","Percent","Country Data","5.7"
"Canada","2000","Male","15 - 24","Percent","Country Data","13.8"
"Canada","2000","Male","15+","Percent","Country Data","6.9"
"Canada","2000","Male","25+","Percent","Country Data","5.6"
"Canada","2000","Total","15 - 24","Percent","Country Data","12.7"
"Canada","2000","Total","15+","Percent","Country Data","6.8"
"Canada","2000","Total","25+","Percent","Country Data","5.7"
"Chad","2011","Female","15+","Percent","Country Data","4.2"
"Chad","2011","Male","15+","Percent","Country Data","6.8"
"Chad","2011","Total","15+","Percent","Country Data","5.7"
"Chile","2015","Female","15 - 24","Percent","Country Data","18.2"
"Chile","2015","Female","15+","Percent","Country Data","6.8"
"Chile","2015","Female","25+","Percent","Country Data","5.4"
"Chile","2015","Male","15 - 24","Percent","Country Data","13.8"
"Chile","2015","Male","15+","Percent","Country Data","5.8"
"Chile","2015","Male","25+","Percent","Country Data","4.6"
"Chile","2015","Total","15 - 24","Percent","Country Data","15.5"
"Chile","2015","Total","15+","Percent","Country Data","6.2"
"Chile","2015","Total","25+","Percent","Country Data","5"
"Chile","2014","Female","15 - 24","Percent","Country Data","19.7"
"Chile","2014","Female","15+","Percent","Country Data","6.9"
"Chile","2014","Female","25+","Percent","Country Data","5.2"
"Chile","2014","Male","15 - 24","Percent","Country Data","14.3"
"Chile","2014","Male","15+","Percent","Country Data","6"
"Chile","2014","Male","25+","Percent","Country Data","4.9"
"Chile","2014","Total","15 - 24","Percent","Country Data","16.5"
"Chile","2014","Total","15+","Percent","Country Data","6.4"
"Chile","2014","Total","25+","Percent","Country Data","5"
"Chile","2013","Female","15 - 24","Percent","Country Data","19.2"
"Chile","2013","Female","15+","Percent","Country Data","6.9"
"Chile","2013","Female","25+","Percent","Country Data","5.1"
"Chile","2013","Male","15 - 24","Percent","Country Data","13.9"
"Chile","2013","Male","15+","Percent","Country Data","5.3"
"Chile","2013","Male","25+","Percent","Country Data","4"
"Chile","2013","Total","15 - 24","Percent","Country Data","16.1"
"Chile","2013","Total","15+","Percent","Country Data","5.9"
"Chile","2013","Total","25+","Percent","Country Data","4.5"
"Chile","2012","Female","15 - 24","Percent","Country Data","19.1"
"Chile","2012","Female","15+","Percent","Country Data","7.9"
"Chile","2012","Female","25+","Percent","Country Data","6.2"
"Chile","2012","Male","15 - 24","Percent","Country Data","14.3"
"Chile","2012","Male","15+","Percent","Country Data","5.4"
"Chile","2012","Male","25+","Percent","Country Data","4.1"
"Chile","2012","Total","15 - 24","Percent","Country Data","16.3"
"Chile","2012","Total","15+","Percent","Country Data","6.4"
"Chile","2012","Total","25+","Percent","Country Data","4.9"
"Chile","2011","Female","15 - 24","Percent","Country Data","21.1"
"Chile","2011","Female","15+","Percent","Country Data","8.7"
"Chile","2011","Female","25+","Percent","Country Data","6.7"
"Chile","2011","Male","15 - 24","Percent","Country Data","15.2"
"Chile","2011","Male","15+","Percent","Country Data","6.1"
"Chile","2011","Male","25+","Percent","Country Data","4.6"
"Chile","2011","Total","15 - 24","Percent","Country Data","17.5"
"Chile","2011","Total","15+","Percent","Country Data","7.1"
"Chile","2011","Total","25+","Percent","Country Data","5.4"
"Chile","2010","Female","15 - 24","Percent","Country Data","21.7"
"Chile","2010","Female","15+","Percent","Country Data","9.6"
"Chile","2010","Female","25+","Percent","Country Data","7.7"
"Chile","2010","Male","15 - 24","Percent","Country Data","16.6"
"Chile","2010","Male","15+","Percent","Country Data","7.2"
"Chile","2010","Male","25+","Percent","Country Data","5.6"
"Chile","2010","Total","15 - 24","Percent","Country Data","18.6"
"Chile","2010","Total","15+","Percent","Country Data","8.1"
"Chile","2010","Total","25+","Percent","Country Data","6.4"
"Chile","2009","Female","15 - 24","Percent","Country Data","24.4"
"Chile","2009","Female","15+","Percent","Country Data","10.7"
"Chile","2009","Female","25+","Percent","Country Data","8.6"
"Chile","2009","Male","15 - 24","Percent","Country Data","21.5"
"Chile","2009","Male","15+","Percent","Country Data","9.1"
"Chile","2009","Male","25+","Percent","Country Data","7.2"
"Chile","2009","Total","15 - 24","Percent","Country Data","22.6"
"Chile","2009","Total","15+","Percent","Country Data","9.7"
"Chile","2009","Total","25+","Percent","Country Data","7.7"
"Chile","2008","Female","15 - 24","Percent","Country Data","23"
"Chile","2008","Female","15+","Percent","Country Data","9.5"
"Chile","2008","Female","25+","Percent","Country Data","7.4"
"Chile","2008","Male","15 - 24","Percent","Country Data","17.8"
"Chile","2008","Male","15+","Percent","Country Data","6.8"
"Chile","2008","Male","25+","Percent","Country Data","5"
"Chile","2008","Total","15 - 24","Percent","Country Data","19.7"
"Chile","2008","Total","15+","Percent","Country Data","7.8"
"Chile","2008","Total","25+","Percent","Country Data","5.9"
"Chile","2007","Female","15 - 24","Percent","Country Data","20.8"
"Chile","2007","Female","15+","Percent","Country Data","8.6"
"Chile","2007","Female","25+","Percent","Country Data","6.7"
"Chile","2007","Male","15 - 24","Percent","Country Data","16.1"
"Chile","2007","Male","15+","Percent","Country Data","6.3"
"Chile","2007","Male","25+","Percent","Country Data","4.8"
"Chile","2007","Total","15 - 24","Percent","Country Data","17.8"
"Chile","2007","Total","15+","Percent","Country Data","7.1"
"Chile","2007","Total","25+","Percent","Country Data","5.5"
"Chile","2006","Female","15 - 24","Percent","Country Data","21.6"
"Chile","2006","Female","15+","Percent","Country Data","9.4"
"Chile","2006","Female","25+","Percent","Country Data","7.5"
"Chile","2006","Male","15 - 24","Percent","Country Data","16.4"
"Chile","2006","Male","15+","Percent","Country Data","6.7"
"Chile","2006","Male","25+","Percent","Country Data","5.3"
"Chile","2006","Total","15 - 24","Percent","Country Data","18.3"
"Chile","2006","Total","15+","Percent","Country Data","7.7"
"Chile","2006","Total","25+","Percent","Country Data","6.1"
"Chile","2005","Female","15 - 24","Percent","Country Data","23.8"
"Chile","2005","Female","15+","Percent","Country Data","9.8"
"Chile","2005","Female","25+","Percent","Country Data","7.5"
"Chile","2005","Male","15 - 24","Percent","Country Data","17.3"
"Chile","2005","Male","15+","Percent","Country Data","7"
"Chile","2005","Male","25+","Percent","Country Data","5.5"
"Chile","2005","Total","15 - 24","Percent","Country Data","19.7"
"Chile","2005","Total","15+","Percent","Country Data","8"
"Chile","2005","Total","25+","Percent","Country Data","6.2"
"Chile","2004","Female","15 - 24","Percent","Country Data","24.6"
"Chile","2004","Female","15+","Percent","Country Data","10.5"
"Chile","2004","Female","25+","Percent","Country Data","8.2"
"Chile","2004","Male","15 - 24","Percent","Country Data","18.7"
"Chile","2004","Male","15+","Percent","Country Data","7.9"
"Chile","2004","Male","25+","Percent","Country Data","6.3"
"Chile","2004","Total","15 - 24","Percent","Country Data","20.8"
"Chile","2004","Total","15+","Percent","Country Data","8.8"
"Chile","2004","Total","25+","Percent","Country Data","7"
"Chile","2003","Female","15 - 24","Percent","Country Data","24.9"
"Chile","2003","Female","15+","Percent","Country Data","9.7"
"Chile","2003","Female","25+","Percent","Country Data","7.3"
"Chile","2003","Male","15 - 24","Percent","Country Data","19.1"
"Chile","2003","Male","15+","Percent","Country Data","7.9"
"Chile","2003","Male","25+","Percent","Country Data","6.3"
"Chile","2003","Total","15 - 24","Percent","Country Data","21.1"
"Chile","2003","Total","15+","Percent","Country Data","8.5"
"Chile","2003","Total","25+","Percent","Country Data","6.6"
"Chile","2002","Female","15 - 24","Percent","Country Data","24.2"
"Chile","2002","Female","15+","Percent","Country Data","9.6"
"Chile","2002","Female","25+","Percent","Country Data","7.3"
"Chile","2002","Male","15 - 24","Percent","Country Data","20.3"
"Chile","2002","Male","15+","Percent","Country Data","8.6"
"Chile","2002","Male","25+","Percent","Country Data","6.9"
"Chile","2002","Total","15 - 24","Percent","Country Data","21.6"
"Chile","2002","Total","15+","Percent","Country Data","8.9"
"Chile","2002","Total","25+","Percent","Country Data","7"
"Chile","2001","Female","15 - 24","Percent","Country Data","23.2"
"Chile","2001","Female","15+","Percent","Country Data","9.7"
"Chile","2001","Female","25+","Percent","Country Data","7.5"
"Chile","2001","Male","15 - 24","Percent","Country Data","19.8"
"Chile","2001","Male","15+","Percent","Country Data","8.9"
"Chile","2001","Male","25+","Percent","Country Data","7.2"
"Chile","2001","Total","15 - 24","Percent","Country Data","20.9"
"Chile","2001","Total","15+","Percent","Country Data","9.1"
"Chile","2001","Total","25+","Percent","Country Data","7.3"
"Chile","2000","Female","15 - 24","Percent","Country Data","24.8"
"Chile","2000","Female","15+","Percent","Country Data","10"
"Chile","2000","Female","25+","Percent","Country Data","7.5"
"Chile","2000","Male","15 - 24","Percent","Country Data","19.4"
"Chile","2000","Male","15+","Percent","Country Data","8.7"
"Chile","2000","Male","25+","Percent","Country Data","7.1"
"Chile","2000","Total","15 - 24","Percent","Country Data","21.3"
"Chile","2000","Total","15+","Percent","Country Data","9.2"
"Chile","2000","Total","25+","Percent","Country Data","7.2"
"China, Hong Kong Special Administrative Region","2015","Female","15+","Percent","Country Data","3.1"
"China, Hong Kong Special Administrative Region","2015","Male","15+","Percent","Country Data","3.4"
"China, Hong Kong Special Administrative Region","2015","Total","15+","Percent","Country Data","3.3"
"China, Hong Kong Special Administrative Region","2014","Female","15 - 24","Percent","Country Data","8.1"
"China, Hong Kong Special Administrative Region","2014","Female","15+","Percent","Country Data","3"
"China, Hong Kong Special Administrative Region","2014","Female","25+","Percent","Country Data","2.5"
"China, Hong Kong Special Administrative Region","2014","Male","15 - 24","Percent","Country Data","10.4"
"China, Hong Kong Special Administrative Region","2014","Male","15+","Percent","Country Data","3.6"
"China, Hong Kong Special Administrative Region","2014","Male","25+","Percent","Country Data","3"
"China, Hong Kong Special Administrative Region","2014","Total","15 - 24","Percent","Country Data","9.2"
"China, Hong Kong Special Administrative Region","2014","Total","15+","Percent","Country Data","3.3"
"China, Hong Kong Special Administrative Region","2014","Total","25+","Percent","Country Data","2.8"
"China, Hong Kong Special Administrative Region","2013","Female","15 - 24","Percent","Country Data","7.8"
"China, Hong Kong Special Administrative Region","2013","Female","15+","Percent","Country Data","3"
"China, Hong Kong Special Administrative Region","2013","Female","25+","Percent","Country Data","2.5"
"China, Hong Kong Special Administrative Region","2013","Male","15 - 24","Percent","Country Data","11.3"
"China, Hong Kong Special Administrative Region","2013","Male","15+","Percent","Country Data","3.8"
"China, Hong Kong Special Administrative Region","2013","Male","25+","Percent","Country Data","3.1"
"China, Hong Kong Special Administrative Region","2013","Total","15 - 24","Percent","Country Data","9.4"
"China, Hong Kong Special Administrative Region","2013","Total","15+","Percent","Country Data","3.4"
"China, Hong Kong Special Administrative Region","2013","Total","25+","Percent","Country Data","2.8"
"China, Hong Kong Special Administrative Region","2012","Female","15 - 24","Percent","Country Data","7.7"
"China, Hong Kong Special Administrative Region","2012","Female","15+","Percent","Country Data","2.7"
"China, Hong Kong Special Administrative Region","2012","Female","25+","Percent","Country Data","2.3"
"China, Hong Kong Special Administrative Region","2012","Male","15 - 24","Percent","Country Data","10.9"
"China, Hong Kong Special Administrative Region","2012","Male","15+","Percent","Country Data","3.8"
"China, Hong Kong Special Administrative Region","2012","Male","25+","Percent","Country Data","3.2"
"China, Hong Kong Special Administrative Region","2012","Total","15 - 24","Percent","Country Data","9.3"
"China, Hong Kong Special Administrative Region","2012","Total","15+","Percent","Country Data","3.3"
"China, Hong Kong Special Administrative Region","2012","Total","25+","Percent","Country Data","2.7"
"China, Hong Kong Special Administrative Region","2011","Female","15 - 24","Percent","Country Data","7.7"
"China, Hong Kong Special Administrative Region","2011","Female","15+","Percent","Country Data","2.8"
"China, Hong Kong Special Administrative Region","2011","Female","25+","Percent","Country Data","2.3"
"China, Hong Kong Special Administrative Region","2011","Male","15 - 24","Percent","Country Data","11"
"China, Hong Kong Special Administrative Region","2011","Male","15+","Percent","Country Data","4"
"China, Hong Kong Special Administrative Region","2011","Male","25+","Percent","Country Data","3.4"
"China, Hong Kong Special Administrative Region","2011","Total","15 - 24","Percent","Country Data","9.3"
"China, Hong Kong Special Administrative Region","2011","Total","15+","Percent","Country Data","3.4"
"China, Hong Kong Special Administrative Region","2011","Total","25+","Percent","Country Data","2.9"
"China, Hong Kong Special Administrative Region","2010","Female","15 - 24","Percent","Country Data","10.4"
"China, Hong Kong Special Administrative Region","2010","Female","15+","Percent","Country Data","3.5"
"China, Hong Kong Special Administrative Region","2010","Female","25+","Percent","Country Data","2.8"
"China, Hong Kong Special Administrative Region","2010","Male","15 - 24","Percent","Country Data","14"
"China, Hong Kong Special Administrative Region","2010","Male","15+","Percent","Country Data","5"
"China, Hong Kong Special Administrative Region","2010","Male","25+","Percent","Country Data","4.2"
"China, Hong Kong Special Administrative Region","2010","Total","15 - 24","Percent","Country Data","12.2"
"China, Hong Kong Special Administrative Region","2010","Total","15+","Percent","Country Data","4.3"
"China, Hong Kong Special Administrative Region","2010","Total","25+","Percent","Country Data","3.6"
"China, Hong Kong Special Administrative Region","2009","Female","15 - 24","Percent","Country Data","10.1"
"China, Hong Kong Special Administrative Region","2009","Female","15+","Percent","Country Data","4.3"
"China, Hong Kong Special Administrative Region","2009","Female","25+","Percent","Country Data","3.7"
"China, Hong Kong Special Administrative Region","2009","Male","15 - 24","Percent","Country Data","15.2"
"China, Hong Kong Special Administrative Region","2009","Male","15+","Percent","Country Data","6.1"
"China, Hong Kong Special Administrative Region","2009","Male","25+","Percent","Country Data","5.2"
"China, Hong Kong Special Administrative Region","2009","Total","15 - 24","Percent","Country Data","12.6"
"China, Hong Kong Special Administrative Region","2009","Total","15+","Percent","Country Data","5.3"
"China, Hong Kong Special Administrative Region","2009","Total","25+","Percent","Country Data","4.5"
"China, Hong Kong Special Administrative Region","2008","Female","15 - 24","Percent","Country Data","6.9"
"China, Hong Kong Special Administrative Region","2008","Female","15+","Percent","Country Data","3"
"China, Hong Kong Special Administrative Region","2008","Female","25+","Percent","Country Data","2.5"
"China, Hong Kong Special Administrative Region","2008","Male","15 - 24","Percent","Country Data","10.4"
"China, Hong Kong Special Administrative Region","2008","Male","15+","Percent","Country Data","4.1"
"China, Hong Kong Special Administrative Region","2008","Male","25+","Percent","Country Data","3.4"
"China, Hong Kong Special Administrative Region","2008","Total","15 - 24","Percent","Country Data","8.5"
"China, Hong Kong Special Administrative Region","2008","Total","15+","Percent","Country Data","3.6"
"China, Hong Kong Special Administrative Region","2008","Total","25+","Percent","Country Data","3"
"China, Hong Kong Special Administrative Region","2007","Female","15 - 24","Percent","Country Data","7.2"
"China, Hong Kong Special Administrative Region","2007","Female","15+","Percent","Country Data","3.4"
"China, Hong Kong Special Administrative Region","2007","Female","25+","Percent","Country Data","2.8"
"China, Hong Kong Special Administrative Region","2007","Male","15 - 24","Percent","Country Data","11"
"China, Hong Kong Special Administrative Region","2007","Male","15+","Percent","Country Data","4.5"
"China, Hong Kong Special Administrative Region","2007","Male","25+","Percent","Country Data","3.9"
"China, Hong Kong Special Administrative Region","2007","Total","15 - 24","Percent","Country Data","9"
"China, Hong Kong Special Administrative Region","2007","Total","15+","Percent","Country Data","4"
"China, Hong Kong Special Administrative Region","2007","Total","25+","Percent","Country Data","3.4"
"China, Hong Kong Special Administrative Region","2006","Female","15 - 24","Percent","Country Data","8.1"
"China, Hong Kong Special Administrative Region","2006","Female","15+","Percent","Country Data","3.7"
"China, Hong Kong Special Administrative Region","2006","Female","25+","Percent","Country Data","3.1"
"China, Hong Kong Special Administrative Region","2006","Male","15 - 24","Percent","Country Data","12.9"
"China, Hong Kong Special Administrative Region","2006","Male","15+","Percent","Country Data","5.6"
"China, Hong Kong Special Administrative Region","2006","Male","25+","Percent","Country Data","4.9"
"China, Hong Kong Special Administrative Region","2006","Total","15 - 24","Percent","Country Data","10.4"
"China, Hong Kong Special Administrative Region","2006","Total","15+","Percent","Country Data","4.8"
"China, Hong Kong Special Administrative Region","2006","Total","25+","Percent","Country Data","4.1"
"China, Hong Kong Special Administrative Region","2005","Female","15 - 24","Percent","Country Data","7.9"
"China, Hong Kong Special Administrative Region","2005","Female","15+","Percent","Country Data","4.4"
"China, Hong Kong Special Administrative Region","2005","Female","25+","Percent","Country Data","3.9"
"China, Hong Kong Special Administrative Region","2005","Male","15 - 24","Percent","Country Data","13.8"
"China, Hong Kong Special Administrative Region","2005","Male","15+","Percent","Country Data","6.5"
"China, Hong Kong Special Administrative Region","2005","Male","25+","Percent","Country Data","5.8"
"China, Hong Kong Special Administrative Region","2005","Total","15 - 24","Percent","Country Data","10.7"
"China, Hong Kong Special Administrative Region","2005","Total","15+","Percent","Country Data","5.6"
"China, Hong Kong Special Administrative Region","2005","Total","25+","Percent","Country Data","4.9"
"China, Hong Kong Special Administrative Region","2004","Female","15 - 24","Percent","Country Data","9.2"
"China, Hong Kong Special Administrative Region","2004","Female","15+","Percent","Country Data","5.6"
"China, Hong Kong Special Administrative Region","2004","Female","25+","Percent","Country Data","5"
"China, Hong Kong Special Administrative Region","2004","Male","15 - 24","Percent","Country Data","15.1"
"China, Hong Kong Special Administrative Region","2004","Male","15+","Percent","Country Data","7.7"
"China, Hong Kong Special Administrative Region","2004","Male","25+","Percent","Country Data","6.9"
"China, Hong Kong Special Administrative Region","2004","Total","15 - 24","Percent","Country Data","12.1"
"China, Hong Kong Special Administrative Region","2004","Total","15+","Percent","Country Data","6.7"
"China, Hong Kong Special Administrative Region","2004","Total","25+","Percent","Country Data","6.1"
"China, Hong Kong Special Administrative Region","2003","Female","15 - 24","Percent","Country Data","11.7"
"China, Hong Kong Special Administrative Region","2003","Female","15+","Percent","Country Data","6.2"
"China, Hong Kong Special Administrative Region","2003","Female","25+","Percent","Country Data","5.4"
"China, Hong Kong Special Administrative Region","2003","Male","15 - 24","Percent","Country Data","18.2"
"China, Hong Kong Special Administrative Region","2003","Male","15+","Percent","Country Data","9.2"
"China, Hong Kong Special Administrative Region","2003","Male","25+","Percent","Country Data","8.2"
"China, Hong Kong Special Administrative Region","2003","Total","15 - 24","Percent","Country Data","15"
"China, Hong Kong Special Administrative Region","2003","Total","15+","Percent","Country Data","7.9"
"China, Hong Kong Special Administrative Region","2003","Total","25+","Percent","Country Data","7"
"China, Hong Kong Special Administrative Region","2002","Female","15 - 24","Percent","Country Data","11.9"
"China, Hong Kong Special Administrative Region","2002","Female","15+","Percent","Country Data","5.9"
"China, Hong Kong Special Administrative Region","2002","Female","25+","Percent","Country Data","5"
"China, Hong Kong Special Administrative Region","2002","Male","15 - 24","Percent","Country Data","18.1"
"China, Hong Kong Special Administrative Region","2002","Male","15+","Percent","Country Data","8.4"
"China, Hong Kong Special Administrative Region","2002","Male","25+","Percent","Country Data","7.3"
"China, Hong Kong Special Administrative Region","2002","Total","15 - 24","Percent","Country Data","15"
"China, Hong Kong Special Administrative Region","2002","Total","15+","Percent","Country Data","7.3"
"China, Hong Kong Special Administrative Region","2002","Total","25+","Percent","Country Data","6.3"
"China, Hong Kong Special Administrative Region","2001","Female","15 - 24","Percent","Country Data","9.2"
"China, Hong Kong Special Administrative Region","2001","Female","15+","Percent","Country Data","3.8"
"China, Hong Kong Special Administrative Region","2001","Female","25+","Percent","Country Data","3"
"China, Hong Kong Special Administrative Region","2001","Male","15 - 24","Percent","Country Data","13.4"
"China, Hong Kong Special Administrative Region","2001","Male","15+","Percent","Country Data","6"
"China, Hong Kong Special Administrative Region","2001","Male","25+","Percent","Country Data","5.1"
"China, Hong Kong Special Administrative Region","2001","Total","15 - 24","Percent","Country Data","11.3"
"China, Hong Kong Special Administrative Region","2001","Total","15+","Percent","Country Data","5.1"
"China, Hong Kong Special Administrative Region","2001","Total","25+","Percent","Country Data","4.3"
"China, Hong Kong Special Administrative Region","2000","Female","15 - 24","Percent","Country Data","10.4"
"China, Hong Kong Special Administrative Region","2000","Female","15+","Percent","Country Data","4"
"China, Hong Kong Special Administrative Region","2000","Female","25+","Percent","Country Data","3"
"China, Hong Kong Special Administrative Region","2000","Male","15 - 24","Percent","Country Data","11.9"
"China, Hong Kong Special Administrative Region","2000","Male","15+","Percent","Country Data","5.6"
"China, Hong Kong Special Administrative Region","2000","Male","25+","Percent","Country Data","4.8"
"China, Hong Kong Special Administrative Region","2000","Total","15 - 24","Percent","Country Data","11.2"
"China, Hong Kong Special Administrative Region","2000","Total","15+","Percent","Country Data","4.9"
"China, Hong Kong Special Administrative Region","2000","Total","25+","Percent","Country Data","4.1"
"China, Macao Special Administrative Region","2015","Female","15+","Percent","Country Data","1.6"
"China, Macao Special Administrative Region","2015","Male","15+","Percent","Country Data","2"
"China, Macao Special Administrative Region","2015","Total","15+","Percent","Country Data","1.8"
"China, Macao Special Administrative Region","2014","Female","15 - 24","Percent","Country Data","4.5"
"China, Macao Special Administrative Region","2014","Female","15+","Percent","Country Data","1.4"
"China, Macao Special Administrative Region","2014","Female","25+","Percent","Country Data","1"
"China, Macao Special Administrative Region","2014","Male","15 - 24","Percent","Country Data","5.9"
"China, Macao Special Administrative Region","2014","Male","15+","Percent","Country Data","1.9"
"China, Macao Special Administrative Region","2014","Male","25+","Percent","Country Data","1.6"
"China, Macao Special Administrative Region","2014","Total","15 - 24","Percent","Country Data","5.3"
"China, Macao Special Administrative Region","2014","Total","15+","Percent","Country Data","1.7"
"China, Macao Special Administrative Region","2014","Total","25+","Percent","Country Data","1.3"
"China, Macao Special Administrative Region","2013","Female","15 - 24","Percent","Country Data","3.2"
"China, Macao Special Administrative Region","2013","Female","15+","Percent","Country Data","1.4"
"China, Macao Special Administrative Region","2013","Female","25+","Percent","Country Data","1.2"
"China, Macao Special Administrative Region","2013","Male","15 - 24","Percent","Country Data","5.5"
"China, Macao Special Administrative Region","2013","Male","15+","Percent","Country Data","2.2"
"China, Macao Special Administrative Region","2013","Male","25+","Percent","Country Data","1.9"
"China, Macao Special Administrative Region","2013","Total","15 - 24","Percent","Country Data","4.2"
"China, Macao Special Administrative Region","2013","Total","15+","Percent","Country Data","1.8"
"China, Macao Special Administrative Region","2013","Total","25+","Percent","Country Data","1.6"
"China, Macao Special Administrative Region","2012","Female","15 - 24","Percent","Country Data","4.4"
"China, Macao Special Administrative Region","2012","Female","15+","Percent","Country Data","1.7"
"China, Macao Special Administrative Region","2012","Female","25+","Percent","Country Data","1.3"
"China, Macao Special Administrative Region","2012","Male","15 - 24","Percent","Country Data","6.7"
"China, Macao Special Administrative Region","2012","Male","15+","Percent","Country Data","2.3"
"China, Macao Special Administrative Region","2012","Male","25+","Percent","Country Data","1.7"
"China, Macao Special Administrative Region","2012","Total","15 - 24","Percent","Country Data","5.5"
"China, Macao Special Administrative Region","2012","Total","15+","Percent","Country Data","2"
"China, Macao Special Administrative Region","2012","Total","25+","Percent","Country Data","1.5"
"China, Macao Special Administrative Region","2011","Female","15 - 24","Percent","Country Data","4.7"
"China, Macao Special Administrative Region","2011","Female","15+","Percent","Country Data","2.1"
"China, Macao Special Administrative Region","2011","Female","25+","Percent","Country Data","1.7"
"China, Macao Special Administrative Region","2011","Male","15 - 24","Percent","Country Data","7"
"China, Macao Special Administrative Region","2011","Male","15+","Percent","Country Data","3"
"China, Macao Special Administrative Region","2011","Male","25+","Percent","Country Data","2.5"
"China, Macao Special Administrative Region","2011","Total","15 - 24","Percent","Country Data","5.8"
"China, Macao Special Administrative Region","2011","Total","15+","Percent","Country Data","2.6"
"China, Macao Special Administrative Region","2011","Total","25+","Percent","Country Data","2.1"
"China, Macao Special Administrative Region","2010","Female","15 - 24","Percent","Country Data","3.5"
"China, Macao Special Administrative Region","2010","Female","15+","Percent","Country Data","2.1"
"China, Macao Special Administrative Region","2010","Female","25+","Percent","Country Data","1.9"
"China, Macao Special Administrative Region","2010","Male","15 - 24","Percent","Country Data","7.7"
"China, Macao Special Administrative Region","2010","Male","15+","Percent","Country Data","3.6"
"China, Macao Special Administrative Region","2010","Male","25+","Percent","Country Data","3"
"China, Macao Special Administrative Region","2010","Total","15 - 24","Percent","Country Data","5.6"
"China, Macao Special Administrative Region","2010","Total","15+","Percent","Country Data","2.8"
"China, Macao Special Administrative Region","2010","Total","25+","Percent","Country Data","2.5"
"China, Macao Special Administrative Region","2009","Female","15 - 24","Percent","Country Data","6"
"China, Macao Special Administrative Region","2009","Female","15+","Percent","Country Data","2.8"
"China, Macao Special Administrative Region","2009","Female","25+","Percent","Country Data","2.3"
"China, Macao Special Administrative Region","2009","Male","15 - 24","Percent","Country Data","10"
"China, Macao Special Administrative Region","2009","Male","15+","Percent","Country Data","4.2"
"China, Macao Special Administrative Region","2009","Male","25+","Percent","Country Data","3.4"
"China, Macao Special Administrative Region","2009","Total","15 - 24","Percent","Country Data","7.4"
"China, Macao Special Administrative Region","2009","Total","15+","Percent","Country Data","3.5"
"China, Macao Special Administrative Region","2009","Total","25+","Percent","Country Data","2.9"
"China, Macao Special Administrative Region","2008","Female","15 - 24","Percent","Country Data","4.2"
"China, Macao Special Administrative Region","2008","Female","15+","Percent","Country Data","2.8"
"China, Macao Special Administrative Region","2008","Female","25+","Percent","Country Data","2.4"
"China, Macao Special Administrative Region","2008","Male","15 - 24","Percent","Country Data","7.6"
"China, Macao Special Administrative Region","2008","Male","15+","Percent","Country Data","3.2"
"China, Macao Special Administrative Region","2008","Male","25+","Percent","Country Data","2.6"
"China, Macao Special Administrative Region","2008","Total","15 - 24","Percent","Country Data","6.1"
"China, Macao Special Administrative Region","2008","Total","15+","Percent","Country Data","3"
"China, Macao Special Administrative Region","2008","Total","25+","Percent","Country Data","2.5"
